38,M,NULL,0,1,3,2
29,M,NULL,0,1,3,2
53,M,NULL,3,2,0,1
41,F,NULL,1,0,2,3
32,F,NULL,3,2,1,0
35,F,NULL,2,3,1,0
12,F,NULL,2,3,0,1
15,M,NULL,1,0,3,2
17,M,NULL,0,1,2,3
13,F,NULL,1,0,2,3
